Fecha/hora inicio,Fecha/hora fin,Temperatura almacén principal (media),Humedad almacén principal (media),Temperatura almacén producción (media),Humedad almacén producción (media),Temperatura biorreactores (media)
2024-06-04 07:03:00,2024-06-06 07:50:00,21.20216257229167,45.99623521479166,20.467557634166667,50.41202957708333,18.90144309125
2024-06-04 07:03:00,2024-06-06 08:06:00,21.17337688959184,45.97809764612244,20.46122064897959,50.437722958163256,18.907177095306125
2024-06-03 12:23:00,2024-06-05 07:14:00,21.09326717372093,46.009407313255814,20.38200786465116,50.701799806976744,19.16874934116279
2024-06-03 12:34:00,2024-06-05 07:18:00,21.09326717372093,46.009407313255814,20.38200786465116,50.701799806976744,19.16874934116279
2024-06-11 07:34:00,2024-06-13 07:03:00,21.313557436874998,46.83671971270834,20.328795284791667,50.15965897791667,19.915346388958334
2024-06-05 15:08:00,2024-06-07 09:03:00,20.939980676666668,45.04961779,20.456116404761904,50.56264751333333,18.917627338333332
2024-06-11 07:34:00,2024-06-13 07:03:00,21.313557436874998,46.83671971270834,20.328795284791667,50.15965897791667,19.915346388958334
2024-06-15 11:24:00,2024-06-17 10:45:00,20.688581834255324,45.15541094404256,20.247461683617022,49.45885794744681,20.501168145957447
2024-06-17 14:33:00,2024-06-19 09:34:00,20.87840056418605,46.240844549767445,20.50386695,49.276690368139526,20.086750227906975
2024-06-19 13:04:00,2024-06-21 07:51:00,20.563926164523807,47.02729152547619,20.67175928761905,49.37589670333333,20.020554473333334
2024-06-29 07:58:00,2024-07-01 07:46:00,20.39213224,46.273270109375005,20.710446993125,49.52668821,19.041930486458334
2024-06-29 07:58:00,2024-07-01 07:49:00,20.39213224,46.273270109375005,20.710446993125,49.52668821,19.041930486458334
2024-07-02 08:32:00,2024-07-04 08:43:00,20.553505169791666,45.67387345229167,20.372757036666666,49.97689870270833,18.151005539791665
2024-07-02 08:32:00,2024-07-04 08:39:00,20.553505169791666,45.67387345229167,20.372757036666666,49.97689870270833,18.151005539791665
2024-07-01 11:14:00,2024-07-03 08:19:00,20.478301043777776,46.021384880222215,20.44212358177778,50.063680008,18.133041563777777
2024-07-01 11:35:00,2024-07-03 08:37:00,20.478301043777776,46.021384880222215,20.44212358177778,50.063680008,18.133041563777777
2024-07-06 08:00:00,2024-07-08 08:29:00,20.793459826122447,46.995217104897954,20.21115228979592,50.166707810408155,18.353595620816325
2024-07-03 12:21:00,2024-07-05 08:23:00,20.886965659772724,45.706172596136355,20.376404718636362,50.07620579613637,18.188817004772723
2024-07-03 12:25:00,2024-07-05 08:26:00,20.886965659772724,45.706172596136355,20.376404718636362,50.07620579613637,18.188817004772723
